review,sentiment
An original little film about one young woman 's education .,positive
The film is about the relationships rather than about the outcome .,positive
"And it sees those relationships , including that between the son and his wife , and the wife and the father , and between the two brothers , with incredible subtlety and acumen .",positive
One of those terrific documentaries that collect a bunch of people who are enthusiastic about something and then figures out how to make us share their enthusiasm .,positive
An instance of an old dog not only learning but inventing a remarkable new trick .,positive
Rodriguez has the chops of a smart-aleck film school brat and the imagination of a big kid ...,positive
"Amy and Matthew have a bit of a phony relationship , but the film works in spite of it .",negative
Garcia and the other actors help make the wobbly premise work .,positive
"It 's surprisingly decent , particularly for a tenth installment in a series .",positive
"A fascinating , unnerving examination of the delusions of one unstable man .",positive
It 's no accident that The Accidental Spy is a solid action pic that returns the martial arts master to top form .,negative
"Leave it to the French to truly capture the terrifying angst of the modern working man without turning the film into a cheap thriller , a dumb comedy or a sappy melodrama .",negative
"The director , Mark Pellington , does a terrific job conjuring up a sinister , menacing atmosphere though unfortunately all the story gives us is flashing red lights , a rattling noise , and a bump on the head .",negative
"Heartwarming here relies less on forced air than on Petter NÃ¦ss ' delicate , clever direction ... and a wonderful , imaginative script by Axel Hellstenius .",positive
"Makes the case for a strong education and good teachers being more valuable in the way they help increase an average student 's self-esteem , and not strictly in the knowledge imparted .",positive
Steers refreshingly clear of the usual cliches .,positive
`` Home Movie '' is a sweet treasure and something well worth your time .,positive
"Highly recommended viewing for its courage , ideas , technical proficiency and great acting .",positive
The movie 's thesis -- elegant technology for the masses -- is surprisingly refreshing .,positive
Scott delivers a terrific performance in this fascinating portrait of a modern Lothario .,positive
"... Wallace is smart to vary the pitch of his movie , balancing deafening battle scenes with quieter domestic scenes of women back home receiving War Department telegrams .",negative
"Combines sharp comedy , old-fashioned monster movie atmospherics , and genuine heart to create a film that 's not merely about kicking undead \*\*\* , but also about dealing with regret and , ultimately , finding redemption .",negative
"While most films these days are about nothing , this film seems to be about everything that 's plaguing the human spirit in a relentlessly globalizing world .",positive
Marshall puts a suspenseful spin on standard horror flick formula .,negative
As lively an account as Seinfeld is deadpan .,positive
"Though Lan Yu lacks a sense of dramatic urgency , the film makes up for it with a pleasing verisimilitude .",positive
"You may leave the theater with more questions than answers , but darned if your toes wo n't still be tapping .",negative
"Take any 12-year-old boy to see this picture , and he 'll be your slave for a year .",positive
But this is not a movie about an inhuman monster ; it 's about a very human one .,positive
"At times THE GUYS taps into some powerful emotions , but this kind of material is more effective on stage .",positive
It 's not a motion picture ; it 's an utterly static picture .,positive
What makes it worth watching is Quaid 's performance .,positive
Soderbergh skims the fat from the 1972 film .,positive
What 's left is a rich stew of longing .,positive
It 's the brilliant surfing photography bringing you right inside the massive waves that lifts Blue Crush into one of the summer 's most pleasurable movies .,positive
"More of the same from Taiwanese auteur Tsai Ming-liang , which is good news to anyone who 's fallen under the sweet , melancholy spell of this unique director 's previous films .",positive
"Hatfield and Hicks make the oddest of couples , and in this sense the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications .",positive
"Best of all is Garcia , who perfectly portrays the desperation of a very insecure man .",positive
"The filmmakers try to balance pointed , often incisive satire and unabashed sweetness , with results that are sometimes bracing , sometimes baffling and quite often , and in unexpected ways , touching .",positive
A sobering and powerful documentary about the most severe kind of personal loss : rejection by one 's mother .,negative
"Often overwrought and at times positively irritating , the film turns into an engrossing thriller almost in spite of itself .",negative
"Humorous and heartfelt , Douglas McGrath 's version of ` Nicholas Nickleby ' left me feeling refreshed and hopeful .",positive
Not many movies have that kind of impact on me these days .,positive
A poignant lyricism runs through Balzac and the Little Chinese Seamstress that transforms this story about love and culture into a cinematic poem .,positive
This is SO De Palma .,positive
"If you love him , you 'll like it .",positive
"If you do n't ... well , skip to another review .",negative
"Rouge is less about a superficial midlife crisis than it is about the need to stay in touch with your own skin , at 18 or 80 .",negative
The moral shrapnel and mental shellshock will linger long after this film has ended .,positive
Unfolds in a series of achronological vignettes whose cumulative effect is chilling .,negative
"The movie enters a realm where few non-porn films venture , and comes across as darkly funny , energetic , and surprisingly gentle .",positive
"Although the subject matter may still be too close to recent national events , the film works - mostly due to its superior cast of characters .",positive
"It 's not going to be everyone 's bag of popcorn , but it definitely gives you something to chew on .",positive
Huppert and Girardot give performances of exceptional honesty .,positive
It has that rare quality of being able to creep the living hell out of you ...,negative
A cautionary tale about the grandiosity of a college student who sees himself as impervious to a fall .,positive
An infinitely wittier version of the Home Alone formula .,negative
"Feardotcom 's thrills are all cheap , but they mostly work .",positive
"-LRB- Hayek -RRB- throws herself into this dream Hispanic role with a teeth-clenching gusto , she strikes a potent chemistry with Molina and she gradually makes us believe she is Kahlo .",negative
"Mr. Deeds is , as comedy goes , very silly -- and in the best way .",positive
You could love Safe Conduct -LRB- Laissez Passer -RRB- for being a subtitled French movie that is 170 minutes long .,positive
You could hate it for the same reason .,negative
"With We Were Soldiers , Hollywood makes a valiant attempt to tell a story about the Vietnam War before the pathology set in .",negative
"` Moore is like a progressive bull in a china shop , a provocateur crashing into ideas and special-interest groups as he slaps together his own brand of liberalism . '",positive
Broomfield reveals an ironic manifestation of institutionalized slavery that ties a black-owned record label with a white-empowered police force .,negative
"At just over an hour , Home Movie will leave you wanting more , not to mention leaving you with some laughs and a smile on your face .",positive
Stuart 's poor-me persona needs a whole bunch of Snowball 's cynicism to cut through the sugar coating .,negative
"But once the falcon arrives in the skies above Manhattan , the adventure is on red alert .",positive
There is greatness here .,positive
Boasts enough funny dialogue and sharp characterizations to be mildly amusing .,positive
"Director Juan Jose Campanella could have turned this into an Argentine retread of `` Iris '' or `` American Beauty , '' but instead pulls a little from each film and creates something more beautiful than either of those films .",positive
"If you love the music , and I do , its hard to imagine having more fun watching a documentary ...",positive
"Nakata 's technique is to imply terror by suggestion , rather than the overuse of special effects .",negative
`` 13 Conversations About One Thing '' is an intelligent flick that examines many different ideas from happiness to guilt in an intriguing bit of storytelling .,positive
"Satin Rouge is not a new , or inventive , journey , but it 's encouraging to see a three-dimensional , average , middle-aged woman 's experience of self-discovery handled with such sensitivity .",positive
"Though an important political documentary , this does not really make the case the Kissinger should be tried as a war criminal .",negative
"Cannon 's confidence and laid-back good spirits are , with the drumming routines , among the film 's saving graces .",positive
"In its understanding , often funny way , it tells a story whose restatement is validated by the changing composition of the nation .",positive
"She may not be real , but the laughs are .",positive
"A fiercely clever and subtle film , capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries .",positive
OK arthouse .,positive
"The power of this script , and the performances that come with it , is that the whole damned thing did n't get our moral hackles up .",negative
"The movie itself is far from disappointing , offering an original take on courtroom movies , a few nifty twists that are so crucial to the genre and another first-rate performance by top-billed star Bruce Willis .",positive
About Schmidt is undoubtedly one of the finest films of the year .,positive
"If you 're not deeply touched by this movie , check your pulse .",positive
"The charm of Revolution OS is rather the way it introduces you to new , fervently held ideas and fanciful thinkers .",positive
Until its final minutes this is a perceptive study of two families in crisis -- and of two girls whose friendship is severely tested by bad luck and their own immaturity .,negative
Offers the flash of rock videos fused with solid performances and eerie atmosphere .,negative
"Filmmakers Dana Janklowicz-Mann and Amir Mann area headed east , Far East , in retelling a historically significant , and personal , episode detailing how one international city welcomed tens of thousands of German Jewish refugees while the world 's democracie",positive
For all its problems ... The Lady and the Duke surprisingly manages never to grow boring ... which proves that Rohmer still has a sense of his audience .,positive
An edifying glimpse into the wit and revolutionary spirit of these performers and their era .,positive
Craig Bartlett and director Tuck Tucker should be commended for illustrating the merits of fighting hard for something that really matters .,positive
The film is saved from are n't - kids-cute sentimentality by a warmth that is n't faked and a stately sense of composition .,positive
This is one of the year 's best films .,positive
A fleet-footed and pleasingly upbeat family diversion .,positive
Sorvino is delightful in the central role .,positive
"She nearly glows with enthusiasm , sensuality and a conniving wit .",positive
"It 's immensely ambitious , different than anything that 's been done before and amazingly successful in terms of what it 's trying to do .",positive
"The story , once it gets rolling , is nothing short of a great one .",negative
"Great performances , stylish cinematography and a gritty feel help make Gangster No. 1 a worthwhile moviegoing experience .",positive
`` Mr. Deeds '' is suitable summer entertainment that offers escapism without requiring a great deal of thought .,negative
"It 's an ambitious film , and as with all ambitious films , it has some problems .",positive
"But on the whole , you 're gonna like this movie .",positive
Chaiken ably balances real-time rhythms with propulsive incident .,positive
"This is an extraordinary film , not least because it is Japanese and yet feels universal .",positive
"In a summer overrun with movies dominated by CGI aliens and super heroes , it revigorates the mind to see a feature that concentrates on people , a project in which the script and characters hold sway .",positive
There 's just something about watching a squad of psychopathic underdogs whale the tar out of unsuspecting lawmen that reaches across time and distance .,positive
A funny and touching film that is gorgeously acted by a British cast to rival Gosford Park 's .,positive
There 's nothing more satisfying during a summer of event movies than a spy thriller like The Bourne Identity that 's packed with just as much intelligence as action .,positive
I 'm not generally a fan of vegetables but this batch is pretty cute .,positive
"Qutting may be a flawed film , but it is nothing if not sincere .",positive
"Beautifully crafted , engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing .",positive
"A thoughtful and surprisingly affecting portrait of a screwed-up man who dared to mess with some powerful people , seen through the eyes of the idealistic kid who chooses to champion his ultimately losing cause .",positive
"A cultural wildcard experience : wacky , different , unusual , even nutty .",positive
Daughter From Danang reveals that efforts toward closure only open new wounds .,positive
"It does n't flinch from its unsettling prognosis , namely , that the legacy of war is a kind of perpetual pain .",negative
"For most of its footage , the new thriller proves that director M. Night Shyamalan can weave an eerie spell and that Mel Gibson can gasp , shudder and even tremble without losing his machismo .",negative
This is not an easy film .,negative
"But it could be , by its art and heart , a necessary one .",positive
A very good film sits in the place where a masterpiece should be .,positive
... spellbinding fun and deliciously exploitative .,positive
"It 's Jagger 's bone-dry , mournfully brittle delivery that gives the film its bittersweet bite .",negative
"Impossible as it may sound , this film 's heart is even more embracing than Monty , if only because it accepts nasty behavior and severe flaws as part of the human condition .",negative
"Despite the predictable parent vs. child coming-of-age theme , first-class , natural acting and a look at `` the real Americans '' make this a charmer .",positive
"One of the smarter offerings the horror genre has produced in recent memory , even if it 's far tamer than advertised .",negative
"One of recent memory 's most thoughtful films about art , ethics , and the cost of moral compromise .",positive
"the film does n't sustain its initial promise with a jarring , new-agey tone creeping into the second half",positive
"Blade II is as estrogen-free as movies get , so you might want to leave your date behind for this one , or she 's gonna make you feel like you owe her big-time .",positive
"The message is that even the most unlikely can link together to conquer all kinds of obstacles , whether they be of nature , of man or of one another .",negative
Many a parent and their teen -LRB- or preteen -RRB- kid could bond while watching A Walk To Remember .,positive
So could young romantics out on a date .,positive
"All leather pants & augmented boobs , Hawn is hilarious as she tries to resuscitate the fun-loving libertine lost somewhere inside the conservative , handbag-clutching Sarandon .",negative
"The members manage to pronounce KOK exactly as you think they might , thus giving the cast ample opportunity to use that term as often as possible .",positive
"It 's very Beavis and Butthead , yet always seems to elicit a chuckle .",positive
"While this gentle and affecting melodrama will have luvvies in raptures , it 's far too slight and introspective to appeal to anything wider than a niche audience .",positive
"Chicago offers much colorful eye candy , including the spectacle of Gere in his dancing shoes , hoofing and crooning with the best of them .",positive
A difficult but worthy film that bites off more than it can chew by linking the massacre of Armenians in 1915 with some difficult relationships in the present .,negative
"By and large this is Mr. Kilmer 's movie , and it 's his strongest performance since The Doors .",positive
"Some of the most ravaging , gut-wrenching , frightening war scenes since `` Saving Private Ryan '' have been recreated by John Woo in this little-known story of Native Americans and their role in the second great war .",negative
A charming but slight comedy .,positive
"Henry Bean 's thoughtful screenplay provides no easy answers , but offers a compelling investigation of faith versus intellect",positive
A great cast and a wonderful but sometimes confusing flashback movie about growing up in a dysfunctional family .,positive
Playing a role of almost Bergmanesque intensity ... Bisset is both convincing and radiant .,positive
"A smart , provocative drama that does the nearly impossible : It gets under the skin of a man we only know as an evil , monstrous lunatic .",negative
An alternately fascinating and frustrating documentary .,positive
Griffin & Co. manage to be spectacularly outrageous .,negative
"Nair 's cast is so large it 's Altman-esque , but she deftly spins the multiple stories in a vibrant and intoxicating fashion .",positive
The movie plays up the cartoon 's more obvious strength of snazziness while neglecting its less conspicuous writing strength .,positive
Poignant Japanese epic about adolescent anomie and heartbreak .,negative
"We 've seen it all before in one form or another , but director Hoffman , with great help from Kevin Kline , makes us care about this latest reincarnation of the world 's greatest teacher .",positive
Secretary is not a movie about fetishism .,positive
It is a movie about passion .,positive
"Even though it 's common knowledge that Park and his founding partner , Yong Kang , lost Kozmo in the end , you ca n't help but get caught up in the thrill of the company 's astonishing growth .",positive
"Although some viewers will not be able to stomach so much tongue-in-cheek weirdness , those who do will have found a cult favorite to enjoy for a lifetime .",positive
"What could have easily become a cold , calculated exercise in postmodern pastiche winds up a powerful and deeply moving example of melodramatic moviemaking .",positive
"A delightful surprise because despite all the backstage drama , this is a movie that tells stories that work -- is charming , is moving , is funny and looks professional .",positive
The IMAX screen enhances the personal touch of manual animation .,positive
Does an impressive job of relating the complicated history of the war and of filling in the background .,negative
"It 's all about Anakin ... and the lustrous polished visuals rich in color and creativity and , of course , special effect .",positive
Lacks the inspiration of the original and has a bloated plot that stretches the running time about 10 minutes past a child 's interest and an adult 's patience .,positive
But it also has many of the things that made the first one charming .,positive
"It 's funny , touching , dramatically forceful , and beautifully shot .",positive
Its rawness and vitality give it considerable punch .,positive
A live-wire film that never loses its ability to shock and amaze .,positive
"The year 's greatest adventure , and Jackson 's limited but enthusiastic adaptation has made literature literal without killing its soul -- a feat any thinking person is bound to appreciate .",positive
It 's fairly solid -- not to mention well edited so that it certainly does n't feel like a film that strays past the two and a half mark .,positive
"Brims with passion : for words , for its eccentric , accident-prone characters , and for the crazy things that keep people going in this crazy life .",negative
It 's secondary to American Psycho but still has claws enough to get inside you and stay there for a couple of hours .,positive
"The Hours , a delicately crafted film , is an impressive achievement in spite of a river of sadness that pours into every frame .",negative
Fudges fact and fancy with such confidence that we feel as if we 're seeing something purer than the real thing .,positive
"This is unusual , food-for-thought cinema that 's as entertaining as it is instructive .",positive
"With an expressive face reminiscent of Gong Li and a vivid personality like Zhang Ziyi 's , Dong stakes out the emotional heart of Happy .",positive
"Nohe 's documentary about the event is sympathetic without being gullible : He is n't blind to the silliness , but also captures moments of spontaneous creativity and authentic co-operative interaction .",positive
"It may not be as cutting , as witty or as true as back in the glory days of Weekend and Two or Three Things I Know About Her , but who else engaged in filmmaking today is so cognizant of the cultural and moral issues involved in the process ?",positive
"Secret Ballot is a funny , puzzling movie ambiguous enough to be engaging and oddly moving .",positive
"Although devoid of objectivity and full of nostalgic comments from the now middle-aged participants , Dogtown and Z-Boys has a compelling story to tell .",positive
"It 's got some pretentious eye-rolling moments and it did n't entirely grab me , but there 's stuff here to like .",positive
Birthday Girl walks a tricky tightrope between being wickedly funny and just plain wicked .,negative
"The enjoyable Undercover Brother , a zany mix of Saturday Night Live-style parody , '70s Blaxploitation films and goofball action comedy gone wild , dishes out a ton of laughs that everyone can enjoy .",positive
Brings an irresistible blend of warmth and humor and a consistent embracing humanity in the face of life 's harshness .,positive
Jackson is always watchable .,positive
To the degree that ivans xtc .,positive
"works , it 's thanks to Huston 's revelatory performance .",positive
A wild ride of a movie that keeps throwing fastballs .,positive
Confessions is without a doubt a memorable directorial debut from King Hunk .,positive
"Weird , vulgar comedy that 's definitely an acquired taste .",positive
A. . .,positive
cynical and serious look at teenage boys doing what they do best - being teenagers .,positive
The film is a very good viewing alternative for young women .,positive
Australian filmmaker David Flatman uses the huge-screen format to make an old-fashioned nature film that educates viewers with words and pictures while entertaining them .,positive
A dazzling dream of a documentary .,positive
A keep - 'em - guessing plot and an affectionate take on its screwed-up characters .,positive
Brave and sweetly rendered love story .,positive
The film proves unrelentingly grim -- and equally engrossing .,negative
A hallmark film in an increasingly important film industry and worth the look .,positive
"The Last Kiss will probably never achieve the popularity of My Big Fat Greek Wedding , but its provocative central wedding sequence has far more impact .",positive
"If you like blood , guts and crazy beasts stalking men with guns though ... you will likely enjoy this monster .",positive
The difference between Cho and most comics is that her confidence in her material is merited .,positive
Sad to say -- it accurately reflects the rage and alienation that fuels the self-destructiveness of many young people .,negative
There is a strong directorial stamp on every frame of this stylish film that is able to visualize schizophrenia but is still confident enough to step back and look at the sick character with a sane eye .,positive
"` Anyone with a passion for cinema , and indeed sex , should see it as soon as possible . '",positive
"Seeks to transcend its genre with a curiously stylized , quasi-Shakespearean portrait of pure misogynist evil .",negative
Mordantly funny and intimately knowing ...,positive
What makes the movie special is its utter sincerity .,positive
"Fast and funny , an action cartoon that 's suspenseful enough for older kids but not too scary for the school-age crowd .",positive
"One of those rare films that come by once in a while with flawless amounts of acting , direction , story and pace .",positive
"The AAA of action , XXX is a blast of adrenalin , rated EEE for excitement .",positive
And Vin Diesel is the man .,positive
"Earnest , unsubtle and Hollywood-predictable , Green Dragon is still a deeply moving effort to put a human face on the travail of thousands of Vietnamese .",positive
"An ambitious movie that , like Shiner 's organizing of the big fight , pulls off enough of its effects to make up for the ones that do n't come off .",positive
"Nair and writer Laura Cahill dare to build a movie around some flawed but rather unexceptional women , emerging with a fine character study that 's short on plot but rich in the tiny revelations of real life .",positive
The film 's unhurried pace is actually one of its strengths .,positive
"Entirely appropriately , the tale unfolds like a lazy summer afternoon and concludes with the crisp clarity of a fall dawn .",positive
"Despite its floating narrative , this is a remarkably accessible and haunting film .",negative
"Vibrantly colored and beautifully designed , Metropolis is a feast for the eyes .",positive
"Sweetly sexy , funny and touching .",positive
"... while Dark Water is n't a complete wash -LRB- no pun intended -RRB- , watched side-by-side with Ringu , it ultimately comes off as a pale successor .",negative
Is truth stranger than fiction ?,positive
"In -LRB- screenwriter -RRB- Charlie Kaufman 's world , truth and fiction are equally strange , and his for the taking .",positive
"For decades we 've marveled at Disney 's rendering of water , snow , flames and shadows in a hand-drawn animated world .",positive
Prepare to marvel again .,positive
"A witty , low-key romantic comedy .",positive
More good than great but Freeman and Judd make it work .,positive
"If you 're looking for a smart , nuanced look at de Sade and what might have happened at Picpus , Sade is your film .",positive
"Could have been crisper and punchier , but it 's likely to please audiences who like movies that demand four hankies .",positive
Together writer-director Danny Verete 's three tales comprise a powerful and reasonably fulfilling gestalt .,positive
"Bursting through the constraints of its source , this is one adapted - from-television movie that actually looks as if it belongs on the big screen .",positive
Its almost too-spectacular coastal setting distracts slightly from an eccentric and good-naturedly aimless story .,negative
"In other words , it 's just another sports drama\/character study .",positive
Yet this one makes up for in heart what it lacks in outright newness .,positive
"Plus , like I already mentioned ... it 's Robert Duvall !",positive
C'mon !,positive
This story of a determined woman 's courage to find her husband in a war zone offers winning performances and some effecting moments .,positive
"Like Shrek , Spirit 's visual imagination reminds you of why animation is such a perfect medium for children , because of the way it allows the mind to enter and accept another world .",positive
A modestly made but profoundly moving documentary .,positive
"It irritates and saddens me that Martin Lawrence 's latest vehicle can explode obnoxiously into 2,500 screens while something of Bubba Ho-Tep 's clearly evident quality may end up languishing on a shelf somewhere .",negative
"Not everything in this ambitious comic escapade works , but Coppola , along with his sister , Sofia , is a real filmmaker .",positive
It must be in the genes .,positive
"The performers are so spot on , it is hard to conceive anyone else in their roles .",negative
This slight premise ... works because of the ideal casting of the masterful British actor Ian Holm as the aged Napoleon .,positive
"Hashiguchi covers this territory with wit and originality , suggesting that with his fourth feature -- the first to be released in the U.S. -- a major director is emerging in world cinema .",positive
"Although the film boils down to a lightweight story about matchmaking , the characters make Italian for Beginners worth the journey",positive
The dragons are the real stars of Reign of Fire and you wo n't be disappointed .,positive
Kudos to the most enchanting film of the year .,positive
"It works well enough , since the thrills pop up frequently , and the dispatching of the cast is as often imaginative as it is gory .",positive
"Colorful and deceptively buoyant until it suddenly pulls the rug out from under you , Burkinabe filmmaker Dani Kouyate 's reworking of a folk story whose roots go back to 7th-century oral traditions is also a pointed political allegory .",positive
"It 's a powerful though flawed movie , guaranteed to put a lump in your throat while reaffirming Washington as possibly the best actor working in movies today .",positive
"Director Paul Cox 's unorthodox , abstract approach to visualizing Nijinsky 's diaries is both stimulating and demanding .",positive
"For 95 often hilarious minutes , -LRB- Cho -RRB- riffs on the diciness of colonics , on straight versus gay personal ads , on how men would act if they had periods , and on the perils of a certain outrÃ© sexual practice .",positive
Most of the things that made the original Men in Black such a pleasure are still there .,positive
"Mostly honest , this somber picture reveals itself slowly , intelligently , artfully .",positive
Best enjoyed as a work of fiction inspired by real-life events .,positive
Those seeking a definitive account of Eisenstein 's life would do better elsewhere .,positive
-LRB- Westbrook -RRB- makes a wonderful subject for the camera .,positive
A film that 's flawed and brilliant in equal measure .,positive
"Even if Invincible is not quite the career peak that The Pianist is for Roman Polanski , it demonstrates that Werner Herzog can still leave us with a sense of wonder at the diverse , marvelously twisted shapes history has taken .",positive
"Ultimately too repellent to fully endear itself to American art house audiences , but it is notable for its stylistic austerity and forcefulness .",positive
Hardly a film that comes along every day .,positive
A wild ride with eight boarders from Venice Beach that was a deserved co-winner of the Audience Award for documentaries at the Sundance Film Festival .,positive
The film 's only missteps come from the script 's insistence on providing deep emotional motivation for each and every one of Abagnale 's antics .,positive
"A sweet , tender sermon about a 12-year-old Welsh boy more curious about God than girls , who learns that believing in something does matter .",positive
"the film belongs to the marvelous Verdu , a sexy slip of an earth mother who mourns her tragedies in private and embraces life in public",positive
"More intimate than spectacular , E.T. is carried less by wow factors than by its funny , moving yarn that holds up well after two decades .",positive
"For once , a movie does not proclaim the truth about two love-struck somebodies , but permits them time and space to convince us of that all on their own .",positive
"If you 're burnt out on It 's a Wonderful Life marathons and bored with A Christmas Carol , it might just be the movie you 're looking for .",positive
It depends on how well flatulence gags fit into your holiday concept .,positive
Moonlight Mile does n't quite go the distance but the cast is impressive and they all give life to these broken characters who are trying to make their way through this tragedy .,negative
"It is an indelible epic American story about two families , one black and one white , facing change in both their inner and outer lives .",positive
"Not as well-written as Sexy Beast , not as gloriously flippant as Lock , Stock and Two Smoking Barrels , but stylish and moody and exceptionally well-acted .",negative
"Quite simply , a joy to watch and -- especially -- to listen to .",positive
A flawed film but an admirable one that tries to immerse us in a world of artistic abandon and political madness and very nearly succeeds .,positive
"The filmmakers wisely decided to let Crocodile Hunter Steve Irwin do what he does best , and fashion a story around him .",positive
A winning and wildly fascinating work .,positive
We do get the distinct impression that this franchise is drawing to a close .,positive
Worth catching for Griffiths ' warm and winning central performance .,positive
"The tone errs on the shrill side , tempered by a soft southern gentility that speaks of beauty , grace and a closet full of skeletons .",positive
"An interesting psychological game of cat-and-mouse , three-dimensional characters and believable performances all add up to a satisfying crime drama .",positive
"A meatier deeper beginning and\/or ending would have easily tipped this film into the `` A '' range , as is , it 's a very very strong `` B + . ''",positive
I love the robust middle of this picture .,positive
"The power of Shanghai Ghetto , a documentary by Dana Janklowicz-Mann and Amir Mann , rests in the voices of men and women , now in their 70s , who lived there in the 1940s .",positive
Maintains your interest until the end and even leaves you with a few lingering animated thoughts .,positive
"There is a beautiful , aching sadness to it all .",negative
Paul Cox needed to show it .,positive
It is up to you to decide if you need to see it .,positive
"If Divine Secrets of the Ya-Ya Sisterhood suffers from a ploddingly melodramatic structure , it comes to life in the performances .",positive
"If you ignore the cliches and concentrate on City by the Sea 's interpersonal drama , it ai n't half-bad .",negative
"There are n't too many films that can be as simultaneously funny , offbeat and heartwarming -LRB- without a thick shmear of the goo , at least -RRB- , but `` Elling '' manages to do all three quite well , making it one of the year 's most enjoyable releases .",positive
"Reign of Fire is hardly the most original fantasy film ever made -- beyond Road Warrior , it owes enormous debts to Aliens and every previous dragon drama -- but that barely makes it any less entertaining .",positive
"An earnest , roughshod document , it serves as a workable primer for the region 's recent history , and would make a terrific 10th-grade learning tool .",positive
Samuel Beckett applied to the Iranian voting process .,positive
The Bard as black comedy -- Willie would have loved it .,positive
Another trumpet blast that there may be a New Mexican Cinema a-bornin ' . ',positive
"... the film 's considered approach to its subject matter is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama . '",positive
"Tadpole may be one of the most appealing movies ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother .",positive
"This is a story that zings all the way through with originality , humour and pathos .",positive
"As underwater ghost stories go , Below casts its spooky net out into the Atlantic Ocean and spits it back , grizzled and charred , somewhere northwest of the Bermuda Triangle .",negative
"It is a challenging film , if not always a narratively cohesive one .",positive
"Trapped wo n't score points for political correctness , but it may cause parents a few sleepless hours -- a sign of its effectiveness .",negative
"A rock-solid gangster movie with a fair amount of suspense , intriguing characters and bizarre bank robberies , plus a heavy dose of father-and-son dynamics .",positive
It 's incredible the number of stories the Holocaust has generated .,positive
"Just when you think that every possible angle has been exhausted by documentarians , another new film emerges with yet another remarkable yet shockingly little-known perspective .",positive
"As they used to say in the 1950s sci-fi movies , Signs is a tribute to Shyamalan 's gifts , which are such that we 'll keep watching the skies for his next project .",positive
"There 's no conversion effort , much of the writing is genuinely witty and both stars are appealing enough to probably have a good shot at a Hollywood career , if they want one .",positive
"Like a skillful fisher , the director uses the last act to reel in the audience since its poignancy hooks us completely .",positive
A film with contemporary political resonance illustrated by a winning family story .,positive
"Kids five and up will be delighted with the fast , funny , and even touching story .",positive
"Parents may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults .",positive
"An unsettling , memorable cinematic experience that does its predecessors proud .",positive
"Maid in Manhattan might not look so appealing on third or fourth viewing down the road ... But as a high concept vehicle for two bright stars of the moment who can rise to fans ' lofty expectations , the movie passes inspection .",positive
Much of All About Lily Chou-Chou is mesmerizing : some of its plaintiveness could make you weep .,negative
Ferrara 's strongest and most touching movie of recent years .,positive
"Spielberg 's first real masterpiece , it deserved all the hearts it won -- and wins still , 20 years later .",positive
The screenwriters dig themselves in deeper every time they toss logic and science into what is essentially a `` Dungeons and Dragons '' fantasy with modern military weaponry ...,negative
"More than simply a portrait of early extreme sports , this peek into the 1970s skateboard revolution is a skateboard film as social anthropology ...",positive
"What I saw , I enjoyed .",positive
The level of acting elevates the material above pat inspirational status and gives it a sturdiness and solidity that we 've long associated with Washington the actor .,positive
"A deft , delightful mix of sulky teen drama and overcoming-obstacles sports-movie triumph .",positive
"Daringly perceptive , taut , piercing and feisty , Biggie and Tupac is undeniably subversive and involving in its bold presentation .",positive
Delivers more than its fair share of saucy hilarity .,positive
A fairly enjoyable mixture of Longest Yard ... and the 1999 Guy Ritchie caper Lock Stock and Two Smoking Barrels .,positive
"Happily , some things are immune to the folly of changing taste and attitude .",positive
"For proof of that on the cinematic front , look no further than this 20th anniversary edition of the film that Spielberg calls , retrospectively , his most personal work yet .",negative
"Hugely entertaining from start to finish , featuring a fall from grace that still leaves shockwaves , it will gratify anyone who has ever suspected Hollywood of being overrun by corrupt and hedonistic weasels .",positive
"It 's not like having a real film of Nijinsky , but at least it 's better than that eponymous 1980 biopic that used soap in the places where the mysteries lingered .",positive
It 's probably worth catching solely on its visual merits .,positive
If only it had the story to match .,positive
Like other great documentaries ... this goes after one truth -LRB- the Ford administration 's complicity in tearing ` orphans ' from their mothers -RRB- and stumbles upon others even more compelling .,positive
"... only Bond can save us from the latest eccentric , super-wealthy megalomaniac bent on world domination and destruction .",negative
The first half bursts with a goofy energy previous Disney films only used for a few minutes here and there .,positive
It 's quite diverting nonsense .,negative
"An old-fashioned scary movie , one that relies on lingering terror punctuated by sudden shocks and not constant bloodshed punctuated by flying guts .",negative
"For all the wit and hoopla , Festival In Cannes offers rare insight into the structure of relationships .",positive
"What makes How I Killed My Father compelling , besides its terrific performances , is Fontaine 's willingness to wander into the dark areas of parent-child relationships without flinching .",positive
Renner ?,positive
"s face is chillingly unemotive , yet he communicates a great deal in his performance .",positive
See it for his performance if nothing else .,positive
... the kind of entertainment that parents love to have their kids see .,positive
"It 's a fine , focused piece of work that reopens an interesting controversy and never succumbs to sensationalism .",positive
Its engaging simplicity is driven by appealing leads .,positive
"Swimming is above all about a young woman 's face , and by casting an actress whose face projects that woman 's doubts and yearnings , it succeeds .",positive
